Acession, Length, Host, Protein, Subtype, Country, Region, Year, Month, Day, Virus, Age
ABE12078,566,Human,HA,H3N2,New Zealand,S,2000,10,12,Influenza A virus (A/Canterbury/92/2000(H3N2))XX,23
ABE12108,230,Human,NS1,H3N2,New Zealand,S,2000,10,12,Influenza A virus (A/Canterbury/92/2000(H3N2))XX,23
ABE12108,230,Human,NS1,H3N2,New Zealand,S,2000,10,12,Influenza A virus (A/Canterbury/92/2000(H3N2))XX,23
ABE12115,90,Human,PB1-F2,H3N2,New Zealand,S,2000,10,12,Influenza A virus (A/Canterbury/92/2000(H3N2))XX,23
ABE12115,90,Human,PB1-F2,H3N2,New Zealand,S,2000,10,12,Influenza A virus (A/Canterbury/92/2000(H3N2))XX,23
ABD15691,566,Human,HA,H3N2,New Zealand,S,2000,10,16,Influenza A virus (A/Canterbury/93/2000(H3N2))XX,94
ABD15691,566,Human,HA,H3N2,New Zealand,S,2000,10,16,Influenza A virus (A/Canterbury/93/2000(H3N2))XX,94
ABC84571,566,Human,HA,H3N2,New Zealand,S,2000,10,27,Influenza A virus (A/Canterbury/99/2000(H3N2))XX,42
ABC84571,566,Human,HA,H3N2,New Zealand,S,2000,10,27,Influenza A virus (A/Canterbury/99/2000(H3N2))XX,42
ABA26700,566,Human,HA,H3N2,New Zealand,S,2004,07,20,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72
ABA26700,566,Human,HA,H3N2,New Zealand,S,2004,07,20,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72
ABA26701,252,Human,M1,H3N2,New Zealand,S,2004,07,20,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72
ABA26701,252,Human,M1,H3N2,New Zealand,S,2004,07,20,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72
ABA26704,498,Human,NP,H3N2,New Zealand,S,2004,07,20,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72
ABA26704,498,Human,NP,H3N2,New Zealand,S,2004,07,20,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72
ABA26707,716,Human,PA,H3N2,New Zealand,S,2004,07,20,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72
ABA26707,716,Human,PA,H3N2,New Zealand,S,2004,07,20,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72
ABA26708,757,Human,PB1,H3N2,New Zealand,S,2004,07,20,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72
ABA26708,757,Human,PB1,H3N2,New Zealand,S,2004,07,20,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72
ABA26711,566,Human,HA,H3N2,New Zealand,S,2004,07,20,Influenza A virus (A/Christchurch/13/2004(H3N2))XX,74
ABA26711,566,Human,HA,H3N2,New Zealand,S,2004,07,20,Influenza A virus (A/Christchurch/13/2004(H3N2))XX,74
ABA26718,716,Human,PA,H3N2,New Zealand,S,2004,07,20,Influenza A virus (A/Christchurch/13/2004(H3N2))XX,74
ABA26718,716,Human,PA,H3N2,New Zealand,S,2004,07,20,Influenza A virus (A/Christchurch/13/2004(H3N2))XX,74
ABA26722,566,Human,HA,H3N2,New Zealand,S,2004,08,12,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1
ABA26722,566,Human,HA,H3N2,New Zealand,S,2004,08,12,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1
ABA26723,252,Human,M1,H3N2,New Zealand,S,2004,08,12,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1
ABA26723,252,Human,M1,H3N2,New Zealand,S,2004,08,12,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1
ABA26727,230,Human,NS1,H3N2,New Zealand,S,2004,08,12,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1
ABA26727,230,Human,NS1,H3N2,New Zealand,S,2004,08,12,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1
ABA26729,716,Human,PA,H3N2,New Zealand,S,2004,08,12,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1
ABA26729,716,Human,PA,H3N2,New Zealand,S,2004,08,12,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1
ABA26732,759,Human,PB2,H3N2,New Zealand,S,2004,08,12,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1
ABA26732,759,Human,PB2,H3N2,New Zealand,S,2004,08,12,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1
ABA26768,97,Human,M2,H3N2,New Zealand,S,2004,09,22,Influenza A virus (A/Christchurch/184/2004(H3N2))XX,28
ABA26768,97,Human,M2,H3N2,New Zealand,S,2004,09,22,Influenza A virus (A/Christchurch/184/2004(H3N2))XX,28
ABA26776,759,Human,PB2,H3N2,New Zealand,S,2004,09,22,Influenza A virus (A/Christchurch/184/2004(H3N2))XX,28
ABA26776,759,Human,PB2,H3N2,New Zealand,S,2004,09,22,Influenza A virus (A/Christchurch/184/2004(H3N2))XX,28
ABA26792,498,Human,NP,H3N2,New Zealand,S,2004,10,13,Influenza A virus (A/Christchurch/297/2004(H3N2))XX,4
ABA26792,498,Human,NP,H3N2,New Zealand,S,2004,10,13,Influenza A virus (A/Christchurch/297/2004(H3N2))XX,4
ABA26809,759,Human,PB2,H3N2,New Zealand,S,2004,10,24,Influenza A virus (A/Christchurch/339/2004(H3N2))XX,80
ABA26809,759,Human,PB2,H3N2,New Zealand,S,2004,10,24,Influenza A virus (A/Christchurch/339/2004(H3N2))XX,80
ABI92335,566,Human,HA,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/1/2002(H3N2))XX,47
ABI92335,566,Human,HA,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/1/2002(H3N2))XX,47
ABI92338,469,Human,NA,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/1/2002(H3N2))XX,47
ABI92338,469,Human,NA,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/1/2002(H3N2))XX,47
ABI92340,230,Human,NS1,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/1/2002(H3N2))XX,47
ABI92340,230,Human,NS1,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/1/2002(H3N2))XX,47
ABI92342,716,Human,PA,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/1/2002(H3N2))XX,47
ABI92342,716,Human,PA,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/1/2002(H3N2))XX,47
ABI92344,87,Human,PB1-F2,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/1/2002(H3N2))XX,47
ABI92344,87,Human,PB1-F2,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/1/2002(H3N2))XX,47
ABG26956,566,Human,HA,H3N2,New Zealand,S,2002,07,09,Influenza A virus (A/Dunedin/10/2002(H3N2))XX,27
ABG26956,566,Human,HA,H3N2,New Zealand,S,2002,07,09,Influenza A virus (A/Dunedin/10/2002(H3N2))XX,27
ABG26962,121,Human,NS2,H3N2,New Zealand,S,2002,07,09,Influenza A virus (A/Dunedin/10/2002(H3N2))XX,27
ABG26962,121,Human,NS2,H3N2,New Zealand,S,2002,07,09,Influenza A virus (A/Dunedin/10/2002(H3N2))XX,27
ABG26964,757,Human,PB1,H3N2,New Zealand,S,2002,07,09,Influenza A virus (A/Dunedin/10/2002(H3N2))XX,27
ABG26964,757,Human,PB1,H3N2,New Zealand,S,2002,07,09,Influenza A virus (A/Dunedin/10/2002(H3N2))XX,27
ABG26965,90,Human,PB1-F2,H3N2,New Zealand,S,2002,07,09,Influenza A virus (A/Dunedin/10/2002(H3N2))XX,27
ABG26965,90,Human,PB1-F2,H3N2,New Zealand,S,2002,07,09,Influenza A virus (A/Dunedin/10/2002(H3N2))XX,27
ABG26966,759,Human,PB2,H3N2,New Zealand,S,2002,07,09,Influenza A virus (A/Dunedin/10/2002(H3N2))XX,27
ABG26966,759,Human,PB2,H3N2,New Zealand,S,2002,07,09,Influenza A virus (A/Dunedin/10/2002(H3N2))XX,27
ABI21027,469,Human,NA,H3N2,New Zealand,S,2002,07,23,Influenza A virus (A/Dunedin/12/2002(H3N2))XX,81
ABI21027,469,Human,NA,H3N2,New Zealand,S,2002,07,23,Influenza A virus (A/Dunedin/12/2002(H3N2))XX,81
ABI21029,230,Human,NS1,H3N2,New Zealand,S,2002,07,23,Influenza A virus (A/Dunedin/12/2002(H3N2))XX,81
ABI21029,230,Human,NS1,H3N2,New Zealand,S,2002,07,23,Influenza A virus (A/Dunedin/12/2002(H3N2))XX,81
ABI21032,757,Human,PB1,H3N2,New Zealand,S,2002,07,23,Influenza A virus (A/Dunedin/12/2002(H3N2))XX,81
ABI21032,757,Human,PB1,H3N2,New Zealand,S,2002,07,23,Influenza A virus (A/Dunedin/12/2002(H3N2))XX,81
ABI21034,759,Human,PB2,H3N2,New Zealand,S,2002,07,23,Influenza A virus (A/Dunedin/12/2002(H3N2))XX,81
ABI21034,759,Human,PB2,H3N2,New Zealand,S,2002,07,23,Influenza A virus (A/Dunedin/12/2002(H3N2))XX,81
ABG37463,96,Human,M2,H3N2,New Zealand,S,2002,08,01,Influenza A virus (A/Dunedin/14/2002(H3N2))XX,14
ABG37463,96,Human,M2,H3N2,New Zealand,S,2002,08,01,Influenza A virus (A/Dunedin/14/2002(H3N2))XX,14
ABG88641,566,Human,HA,H3N2,New Zealand,S,2002,08,12,Influenza A virus (A/Dunedin/18/2002(H3N2))XX,33
ABG88641,566,Human,HA,H3N2,New Zealand,S,2002,08,12,Influenza A virus (A/Dunedin/18/2002(H3N2))XX,33
ABG88643,96,Human,M2,H3N2,New Zealand,S,2002,08,12,Influenza A virus (A/Dunedin/18/2002(H3N2))XX,33
ABG88643,96,Human,M2,H3N2,New Zealand,S,2002,08,12,Influenza A virus (A/Dunedin/18/2002(H3N2))XX,33
ABG88648,716,Human,PA,H3N2,New Zealand,S,2002,08,12,Influenza A virus (A/Dunedin/18/2002(H3N2))XX,33
ABG88648,716,Human,PA,H3N2,New Zealand,S,2002,08,12,Influenza A virus (A/Dunedin/18/2002(H3N2))XX,33
ABG80230,469,Human,NA,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/3/2002(H3N2))XX,39
ABG80230,469,Human,NA,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/3/2002(H3N2))XX,39
ABG80231,498,Human,NP,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/3/2002(H3N2))XX,39
ABG80231,498,Human,NP,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/3/2002(H3N2))XX,39
ABG80232,230,Human,NS1,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/3/2002(H3N2))XX,39
ABG80232,230,Human,NS1,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/3/2002(H3N2))XX,39
ABG80235,757,Human,PB1,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/3/2002(H3N2))XX,39
ABG80235,757,Human,PB1,H3N2,New Zealand,S,2002,06,07,Influenza A virus (A/Dunedin/3/2002(H3N2))XX,39
ABI21057,566,Human,HA,H3N2,New Zealand,S,2003,08,02,Influenza A virus (A/Dunedin/38/2003(H3N2))XX,21
ABI21057,566,Human,HA,H3N2,New Zealand,S,2003,08,02,Influenza A virus (A/Dunedin/38/2003(H3N2))XX,21
ABI21060,469,Human,NA,H3N2,New Zealand,S,2003,08,02,Influenza A virus (A/Dunedin/38/2003(H3N2))XX,21
ABI21060,469,Human,NA,H3N2,New Zealand,S,2003,08,02,Influenza A virus (A/Dunedin/38/2003(H3N2))XX,21
ABI21065,757,Human,PB1,H3N2,New Zealand,S,2003,08,02,Influenza A virus (A/Dunedin/38/2003(H3N2))XX,21
ABI21065,757,Human,PB1,H3N2,New Zealand,S,2003,08,02,Influenza A virus (A/Dunedin/38/2003(H3N2))XX,21
ABI21066,90,Human,PB1-F2,H3N2,New Zealand,S,2003,08,02,Influenza A virus (A/Dunedin/38/2003(H3N2))XX,21
ABI21066,90,Human,PB1-F2,H3N2,New Zealand,S,2003,08,02,Influenza A virus (A/Dunedin/38/2003(H3N2))XX,21
ABG48127,252,Human,M1,H3N2,New Zealand,S,2002,07,01,Influenza A virus (A/Dunedin/8/2002(H3N2))XX,48
ABG48127,252,Human,M1,H3N2,New Zealand,S,2002,07,01,Influenza A virus (A/Dunedin/8/2002(H3N2))XX,48
ABG48128,96,Human,M2,H3N2,New Zealand,S,2002,07,01,Influenza A virus (A/Dunedin/8/2002(H3N2))XX,48
ABG48128,96,Human,M2,H3N2,New Zealand,S,2002,07,01,Influenza A virus (A/Dunedin/8/2002(H3N2))XX,48
ABG48131,230,Human,NS1,H3N2,New Zealand,S,2002,07,01,Influenza A virus (A/Dunedin/8/2002(H3N2))XX,48
ABG48131,230,Human,NS1,H3N2,New Zealand,S,2002,07,01,Influenza A virus (A/Dunedin/8/2002(H3N2))XX,48
ABG48119,498,Human,NP,H3N2,New Zealand,S,2002,07,09,Influenza A virus (A/Dunedin/9/2002(H3N2))XX,54
ABG48119,498,Human,NP,H3N2,New Zealand,S,2002,07,09,Influenza A virus (A/Dunedin/9/2002(H3N2))XX,54
ABG48122,716,Human,PA,H3N2,New Zealand,S,2002,07,09,Influenza A virus (A/Dunedin/9/2002(H3N2))XX,54
ABG48122,716,Human,PA,H3N2,New Zealand,S,2002,07,09,Influenza A virus (A/Dunedin/9/2002(H3N2))XX,54
ACN32523,566,Human,HA,H3N2,Italy,N,2002,12,02,Influenza A virus (A/Genoa/1/2002(H3N2))XX,5
ACN32523,566,Human,HA,H3N2,Italy,N,2002,12,02,Influenza A virus (A/Genoa/1/2002(H3N2))XX,5
ACN32528,230,Human,NS1,H3N2,Italy,N,2002,12,02,Influenza A virus (A/Genoa/1/2002(H3N2))XX,5
ACN32528,230,Human,NS1,H3N2,Italy,N,2002,12,02,Influenza A virus (A/Genoa/1/2002(H3N2))XX,5
ACN32530,716,Human,PA,H3N2,Italy,N,2002,12,02,Influenza A virus (A/Genoa/1/2002(H3N2))XX,5
ACN32530,716,Human,PA,H3N2,Italy,N,2002,12,02,Influenza A virus (A/Genoa/1/2002(H3N2))XX,5
ACN32531,757,Human,PB1,H3N2,Italy,N,2002,12,02,Influenza A virus (A/Genoa/1/2002(H3N2))XX,5
ACN32531,757,Human,PB1,H3N2,Italy,N,2002,12,02,Influenza A virus (A/Genoa/1/2002(H3N2))XX,5
ACN32532,90,Human,PB1-F2,H3N2,Italy,N,2002,12,02,Influenza A virus (A/Genoa/1/2002(H3N2))XX,5
ACN32532,90,Human,PB1-F2,H3N2,Italy,N,2002,12,02,Influenza A virus (A/Genoa/1/2002(H3N2))XX,5
ACN32533,759,Human,PB2,H3N2,Italy,N,2002,12,02,Influenza A virus (A/Genoa/1/2002(H3N2))XX,5
ACN32533,759,Human,PB2,H3N2,Italy,N,2002,12,02,Influenza A virus (A/Genoa/1/2002(H3N2))XX,5
ACN32534,566,Human,HA,H3N2,Italy,N,2003,10,24,Influenza A virus (A/Genoa/14/2003(H3N2))XX,7
ACN32534,566,Human,HA,H3N2,Italy,N,2003,10,24,Influenza A virus (A/Genoa/14/2003(H3N2))XX,7
ACN32537,469,Human,NA,H3N2,Italy,N,2003,10,24,Influenza A virus (A/Genoa/14/2003(H3N2))XX,7
ACN32537,469,Human,NA,H3N2,Italy,N,2003,10,24,Influenza A virus (A/Genoa/14/2003(H3N2))XX,7
ACN32538,498,Human,NP,H3N2,Italy,N,2003,10,24,Influenza A virus (A/Genoa/14/2003(H3N2))XX,7
ACN32538,498,Human,NP,H3N2,Italy,N,2003,10,24,Influenza A virus (A/Genoa/14/2003(H3N2))XX,7
ACN32541,716,Human,PA,H3N2,Italy,N,2003,10,24,Influenza A virus (A/Genoa/14/2003(H3N2))XX,7
ACN32541,716,Human,PA,H3N2,Italy,N,2003,10,24,Influenza A virus (A/Genoa/14/2003(H3N2))XX,7
ABD15714,252,Human,M1,H3N2,New Zealand,S,2000,09,21,Influenza A virus (A/Hutt/82/2000(H3N2))XX,54
ABD15714,252,Human,M1,H3N2,New Zealand,S,2000,09,21,Influenza A virus (A/Hutt/82/2000(H3N2))XX,54
ABD61362,469,Human,NA,H3N2,New Zealand,S,2000,02,04,Influenza A virus (A/Nelson Marlborough/1/2000(H3N2))XX,53
ABD61362,469,Human,NA,H3N2,New Zealand,S,2000,02,04,Influenza A virus (A/Nelson Marlborough/1/2000(H3N2))XX,53
ABD61364,230,Human,NS1,H3N2,New Zealand,S,2000,02,04,Influenza A virus (A/Nelson Marlborough/1/2000(H3N2))XX,53
ABD61364,230,Human,NS1,H3N2,New Zealand,S,2000,02,04,Influenza A virus (A/Nelson Marlborough/1/2000(H3N2))XX,53
ABD61366,716,Human,PA,H3N2,New Zealand,S,2000,02,04,Influenza A virus (A/Nelson Marlborough/1/2000(H3N2))XX,53
ABD61366,716,Human,PA,H3N2,New Zealand,S,2000,02,04,Influenza A virus (A/Nelson Marlborough/1/2000(H3N2))XX,53
ABI93090,716,Human,PA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/27/2000(H3N2))XX,69
ABI93090,716,Human,PA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/27/2000(H3N2))XX,69
ABI93104,759,Human,PB2,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/28/2000(H3N2))XX,37
ABI93104,759,Human,PB2,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/28/2000(H3N2))XX,37
ABI93106,252,Human,M1,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/29/2000(H3N2))XX,24
ABI93106,252,Human,M1,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/29/2000(H3N2))XX,24
ABI93108,469,Human,NA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/29/2000(H3N2))XX,24
ABI93108,469,Human,NA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/29/2000(H3N2))XX,24
ABI93115,759,Human,PB2,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/29/2000(H3N2))XX,24
ABI93115,759,Human,PB2,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/29/2000(H3N2))XX,24
ABJ09341,469,Human,NA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/32/2000(H3N2))XX,7
ABJ09341,469,Human,NA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/32/2000(H3N2))XX,7
ABI95305,566,Human,HA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/33/2000(H3N2))XX,7
ABI95305,566,Human,HA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/33/2000(H3N2))XX,7
ABJ09349,566,Human,HA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/34/2000(H3N2))XX,42
ABJ09349,566,Human,HA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/34/2000(H3N2))XX,42
ABJ09352,469,Human,NA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/34/2000(H3N2))XX,42
ABJ09352,469,Human,NA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/34/2000(H3N2))XX,42
ABJ09357,757,Human,PB1,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/34/2000(H3N2))XX,42
ABJ09357,757,Human,PB1,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/34/2000(H3N2))XX,42
ABI93116,566,Human,HA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/36/2000(H3N2))XX,8
ABI93116,566,Human,HA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/36/2000(H3N2))XX,8
ABI93119,469,Human,NA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/36/2000(H3N2))XX,8
ABI93119,469,Human,NA,H3N2,Australia,S,2000,NA,NA,Influenza A virus (A/New South Wales/36/2000(H3N2))XX,8
AAY27863,566,Human,HA,H3N2,USA,N,2003,10,28,Influenza A virus (A/New York/1/2003(H3N2))XX,21
AAY27863,566,Human,HA,H3N2,USA,N,2003,10,28,Influenza A virus (A/New York/1/2003(H3N2))XX,21
AAY27868,230,Human,NS1,H3N2,USA,N,2003,10,28,Influenza A virus (A/New York/1/2003(H3N2))XX,21
AAY27868,230,Human,NS1,H3N2,USA,N,2003,10,28,Influenza A virus (A/New York/1/2003(H3N2))XX,21
AAY27871,757,Human,PB1,H3N2,USA,N,2003,10,28,Influenza A virus (A/New York/1/2003(H3N2))XX,21
AAY27871,757,Human,PB1,H3N2,USA,N,2003,10,28,Influenza A virus (A/New York/1/2003(H3N2))XX,21
AAX76623,566,Human,HA,H3N2,USA,N,2004,01,30,Influenza A virus (A/New York/10/2004(H3N2))XX,92
AAX76623,566,Human,HA,H3N2,USA,N,2004,01,30,Influenza A virus (A/New York/10/2004(H3N2))XX,92
AAX76625,97,Human,M2,H3N2,USA,N,2004,01,30,Influenza A virus (A/New York/10/2004(H3N2))XX,92
AAX76625,97,Human,M2,H3N2,USA,N,2004,01,30,Influenza A virus (A/New York/10/2004(H3N2))XX,92
AAX76630,716,Human,PA,H3N2,USA,N,2004,01,30,Influenza A virus (A/New York/10/2004(H3N2))XX,92
AAX76630,716,Human,PA,H3N2,USA,N,2004,01,30,Influenza A virus (A/New York/10/2004(H3N2))XX,92
AAX76631,757,Human,PB1,H3N2,USA,N,2004,01,30,Influenza A virus (A/New York/10/2004(H3N2))XX,92
AAX76631,757,Human,PB1,H3N2,USA,N,2004,01,30,Influenza A virus (A/New York/10/2004(H3N2))XX,92
AAZ17767,90,Human,PB1-F2,H3N2,USA,N,2004,01,30,Influenza A virus (A/New York/10/2004(H3N2))XX,92
AAZ17767,90,Human,PB1-F2,H3N2,USA,N,2004,01,30,Influenza A virus (A/New York/10/2004(H3N2))XX,92
AAX12791,566,Human,HA,H3N2,USA,N,2002,01,22,Influenza A virus (A/New York/100/2002(H3N2))XX,21
AAX12791,566,Human,HA,H3N2,USA,N,2002,01,22,Influenza A virus (A/New York/100/2002(H3N2))XX,21
AAX12794,469,Human,NA,H3N2,USA,N,2002,01,22,Influenza A virus (A/New York/100/2002(H3N2))XX,21
AAX12794,469,Human,NA,H3N2,USA,N,2002,01,22,Influenza A virus (A/New York/100/2002(H3N2))XX,21
AAX12798,716,Human,PA,H3N2,USA,N,2002,01,22,Influenza A virus (A/New York/100/2002(H3N2))XX,21
AAX12798,716,Human,PA,H3N2,USA,N,2002,01,22,Influenza A virus (A/New York/100/2002(H3N2))XX,21
AAX12800,759,Human,PB2,H3N2,USA,N,2002,01,22,Influenza A virus (A/New York/100/2002(H3N2))XX,21
AAX12800,759,Human,PB2,H3N2,USA,N,2002,01,22,Influenza A virus (A/New York/100/2002(H3N2))XX,21
AAY28014,566,Human,HA,H3N2,USA,N,2002,02,04,Influenza A virus (A/New York/101/2002(H3N2))XX,19
AAY28014,566,Human,HA,H3N2,USA,N,2002,02,04,Influenza A virus (A/New York/101/2002(H3N2))XX,19
AAY28023,759,Human,PB2,H3N2,USA,N,2002,02,04,Influenza A virus (A/New York/101/2002(H3N2))XX,19
AAY28023,759,Human,PB2,H3N2,USA,N,2002,02,04,Influenza A virus (A/New York/101/2002(H3N2))XX,19
AAY44639,757,Human,PB1,H3N2,USA,N,2002,01,23,Influenza A virus (A/New York/102/2002(H3N2))XX,18
AAY44639,757,Human,PB1,H3N2,USA,N,2002,01,23,Influenza A virus (A/New York/102/2002(H3N2))XX,18
AAX56487,716,Human,PA,H3N2,USA,N,2002,01,25,Influenza A virus (A/New York/103/2002(H3N2))XX,19
AAX56487,716,Human,PA,H3N2,USA,N,2002,01,25,Influenza A virus (A/New York/103/2002(H3N2))XX,19
AAY28645,716,Human,PA,H3N2,USA,N,2002,01,17,Influenza A virus (A/New York/104/2002(H3N2))XX,18
AAY28645,716,Human,PA,H3N2,USA,N,2002,01,17,Influenza A virus (A/New York/104/2002(H3N2))XX,18
AAY28646,757,Human,PB1,H3N2,USA,N,2002,01,17,Influenza A virus (A/New York/104/2002(H3N2))XX,18
AAY28646,757,Human,PB1,H3N2,USA,N,2002,01,17,Influenza A virus (A/New York/104/2002(H3N2))XX,18
AAY28285,566,Human,HA,H3N2,USA,N,2002,02,05,Influenza A virus (A/New York/105/2002(H3N2))XX,38
AAY28285,566,Human,HA,H3N2,USA,N,2002,02,05,Influenza A virus (A/New York/105/2002(H3N2))XX,38
AAY28292,716,Human,PA,H3N2,USA,N,2002,02,05,Influenza A virus (A/New York/105/2002(H3N2))XX,38
AAY28292,716,Human,PA,H3N2,USA,N,2002,02,05,Influenza A virus (A/New York/105/2002(H3N2))XX,38
AAX56583,469,Human,NA,H3N2,USA,N,2002,01,20,Influenza A virus (A/New York/106/2002(H3N2))XX,15
AAX56583,469,Human,NA,H3N2,USA,N,2002,01,20,Influenza A virus (A/New York/106/2002(H3N2))XX,15
AAY28648,566,Human,HA,H3N2,USA,N,2002,01,16,Influenza A virus (A/New York/107/2002(H3N2))XX,41
AAY28648,566,Human,HA,H3N2,USA,N,2002,01,16,Influenza A virus (A/New York/107/2002(H3N2))XX,41
AAY28651,469,Human,NA,H3N2,USA,N,2002,01,16,Influenza A virus (A/New York/107/2002(H3N2))XX,41
AAY28651,469,Human,NA,H3N2,USA,N,2002,01,16,Influenza A virus (A/New York/107/2002(H3N2))XX,41
AAY28654,121,Human,NS2,H3N2,USA,N,2002,01,16,Influenza A virus (A/New York/107/2002(H3N2))XX,41
AAY28654,121,Human,NS2,H3N2,USA,N,2002,01,16,Influenza A virus (A/New York/107/2002(H3N2))XX,41
AAY28655,716,Human,PA,H3N2,USA,N,2002,01,16,Influenza A virus (A/New York/107/2002(H3N2))XX,41
AAY28655,716,Human,PA,H3N2,USA,N,2002,01,16,Influenza A virus (A/New York/107/2002(H3N2))XX,41
AAY28657,759,Human,PB2,H3N2,USA,N,2002,01,16,Influenza A virus (A/New York/107/2002(H3N2))XX,41
AAY28657,759,Human,PB2,H3N2,USA,N,2002,01,16,Influenza A virus (A/New York/107/2002(H3N2))XX,41
AAX56590,566,Human,HA,H3N2,USA,N,2002,01,31,Influenza A virus (A/New York/108/2002(H3N2))XX,88
AAX56590,566,Human,HA,H3N2,USA,N,2002,01,31,Influenza A virus (A/New York/108/2002(H3N2))XX,88
AAX56599,759,Human,PB2,H3N2,USA,N,2002,01,31,Influenza A virus (A/New York/108/2002(H3N2))XX,88
AAX56599,759,Human,PB2,H3N2,USA,N,2002,01,31,Influenza A virus (A/New York/108/2002(H3N2))XX,88
AAX57644,566,Human,HA,H3N2,USA,N,2003,10,31,Influenza A virus (A/New York/11/2003(H3N2))XX,8
AAX57644,566,Human,HA,H3N2,USA,N,2003,10,31,Influenza A virus (A/New York/11/2003(H3N2))XX,8
AAX57648,230,Human,NS1,H3N2,USA,N,2003,10,31,Influenza A virus (A/New York/11/2003(H3N2))XX,8
AAX57648,230,Human,NS1,H3N2,USA,N,2003,10,31,Influenza A virus (A/New York/11/2003(H3N2))XX,8
AAX57650,716,Human,PA,H3N2,USA,N,2003,10,31,Influenza A virus (A/New York/11/2003(H3N2))XX,8
AAX57650,716,Human,PA,H3N2,USA,N,2003,10,31,Influenza A virus (A/New York/11/2003(H3N2))XX,8
AAX57652,759,Human,PB2,H3N2,USA,N,2003,10,31,Influenza A virus (A/New York/11/2003(H3N2))XX,8
AAX57652,759,Human,PB2,H3N2,USA,N,2003,10,31,Influenza A virus (A/New York/11/2003(H3N2))XX,8
